room_id,price,included,area,city,street,details,time of extraction
2209479, 995,Excl. vaste lasten,30 m², Lelystad,Menkemaborg,"['Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Onbekend energielabel', '2 huisgenoten', 'Mannelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936298
2209486, 575,Incl. vaste lasten,21 m², Arnhem,Hommelseweg,"['Privé woonkamer', 'Privé keuken', 'Privé badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Energielabel C', '3 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936299
2209540, 550,Incl. vaste lasten,22 m², Enschede,Poolmansweg,"['Geen woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '7 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936300
2208864, 730,Incl. vaste lasten,14 m², Zaandam,Burgemeester van de Stadtstraat,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Energielabel C', '3 huisgenoten', 'Mannelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936301
2203234, 320,Incl. vaste lasten,7 m², Enschede,Bultsweg,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '4 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936302
2210296, 290,Incl. vaste lasten,10 m², Heerlen,Meezenbroekerweg,"['Geen woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet tegen extra kosten', 'Onbekend energielabel', '5 huisgenoten', 'Mannelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936303
2210068, 800,Excl. vaste lasten,50 m², Huizen,Want,"['Privé woonkamer', 'Privé keuken', 'Privé badkamer', 'Privé toilet', 'Internet beschikbaar', 'Onbekend energielabel', 'Geen huisdieren toegestaan']",1710936304
2204708, 425,Incl. vaste lasten,20 m², Enschede,Haarlebrink,"['Geen woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Energielabel B', '3 huisgenoten', 'Vrouwelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936307
2209470, 400,Incl. vaste lasten,17 m², Hengelo,J.C. Bloemstraat,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Energielabel B', '3 huisgenoten', 'Mannelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936309
2203897, 1.000,Incl. vaste lasten,25 m², Utrecht,Stanleylaan,"['Privé woonkamer', 'Privé keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '4 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936310
2209178, 652,Incl. vaste lasten,23 m², Heemskerk,Kerklaan,"['Privé woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Energielabel B', 'Meer dan 8 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936312
2098922, 800,Incl. vaste lasten,12 m², Almere,Presidentstraat,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', '3 huisgenoten', 'Gemixte huisgenoten', 'Huisdieren toegestaan']",1710936313
2209488, 600,Incl. vaste lasten,25 m², Alphen aan den Rijn,Sokrateslaan,"['Privé woonkamer', 'Privé keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Energielabel A', '3 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936315
2209381, 550,Incl. vaste lasten,12 m², Diemen,Rode Kruislaan,"['Geen woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '1 huisgenoten', 'Vrouwelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936316
2098778, 400,Incl. vaste lasten,7 m², Nieuwegein,Elandweide,"['Geen woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '4 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936317
2209480, 520,Incl. vaste lasten,9 m², Almere,Nijmegenweg,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '4 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936318
2209496, 800,Incl. vaste lasten,16 m², Amsterdam,Johan Coltermanpad,"['Geen woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Energielabel A', '3 huisgenoten', 'Vrouwelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936319
2209476, 1.095,Excl. vaste lasten,55 m², Lelystad,Marquette,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Energielabel A', '2 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936321
2209475, 895,Excl. vaste lasten,30 m², Lelystad,Marquette,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Energielabel A', '2 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936322
2038228, 725,Excl. vaste lasten,22 m², Rotterdam,Franselaan,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '2 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936323
2209473, 745,Incl. vaste lasten,15 m², Schiedam,Parkweg,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '2 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936324
2209467, 400,Excl. vaste lasten,16 m², Eindhoven,St Adrianusstraat,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet tegen extra kosten', 'Energielabel B', '3 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936325
2209458, 950,Incl. vaste lasten,10 m², Amsterdam,Vatternkade,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '8 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936328
2209456, 420,Incl. vaste lasten,22 m², Enschede,Eikstraat,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '8 huisgenoten', 'Mannelijke huisgenoten', 'Huisdieren toegestaan']",1710936329
2209454, 675,Incl. vaste lasten,14 m², Amsterdam,Pieter Calandlaan,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Geen internet', 'Onbekend energielabel', '5 huisgenoten', 'Geen huisdieren toegestaan']",1710936330
2209452, 625,Incl. vaste lasten,8 m², Amsterdam,Pieter Calandlaan,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Geen internet', 'Onbekend energielabel', '5 huisgenoten', 'Geen huisdieren toegestaan']",1710936332
2209451,â‚¬Â 320,Incl. vaste lasten,14 mÂ², Enschede,Campuslaan,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', 'Meer dan 8 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936335
2209449, 850,Incl. vaste lasten,14 m², Amsterdam,Burgemeester Hogguerstraat,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Geen internet', 'Onbekend energielabel', '3 huisgenoten', 'Geen huisdieren toegestaan']",1710936336
2209429, 1.300,Incl. vaste lasten,35 m², Den Haag,Simon Carmiggelthof,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Energielabel A', '1 huisgenoten', 'Vrouwelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936337
2209428, 1.400,Incl. vaste lasten,38 m², Amsterdam,Wagenaarstraat,"['Privé woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet tegen extra kosten', 'Onbekend energielabel', '1 huisgenoten', 'Vrouwelijke huisgenoten', 'Huisdieren in overleg']",1710936339
2203234, 320,Incl. vaste lasten,7 m², Enschede,Bultsweg,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '4 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936340
2210296, 290,Incl. vaste lasten,10 m², Heerlen,Meezenbroekerweg,"['Geen woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet tegen extra kosten', 'Onbekend energielabel', '5 huisgenoten', 'Mannelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936341
2210068, 800,Excl. vaste lasten,50 m², Huizen,Want,"['Privé woonkamer', 'Privé keuken', 'Privé badkamer', 'Privé toilet', 'Internet beschikbaar', 'Onbekend energielabel', 'Geen huisdieren toegestaan']",1710936342
2204708, 425,Incl. vaste lasten,20 m², Enschede,Haarlebrink,"['Geen woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Energielabel B', '3 huisgenoten', 'Vrouwelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936343
2209470, 400,Incl. vaste lasten,17 m², Hengelo,J.C. Bloemstraat,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Energielabel B', '3 huisgenoten', 'Mannelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936345
2203897, 1.000,Incl. vaste lasten,25 m², Utrecht,Stanleylaan,"['Privé woonkamer', 'Privé keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '4 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936346
2209178, 652,Incl. vaste lasten,23 m², Heemskerk,Kerklaan,"['Privé woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Energielabel B', 'Meer dan 8 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936348
2098922, 800,Incl. vaste lasten,12 m², Almere,Presidentstraat,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', '3 huisgenoten', 'Gemixte huisgenoten', 'Huisdieren toegestaan']",1710936349
2209468, 600,Excl. vaste lasten,16 m², Noordwijkerhout,Weversland,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '3 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936350
2209466, 585,Incl. vaste lasten,23 m², Rotterdam,Vierambachtsstraat,"['Privé woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Energielabel D', '1 huisgenoten', 'Vrouwelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936351
2209431, 699,Incl. vaste lasten,32 m², Den Haag,Valkenbosplein,"['Privé woonkamer', 'Privé keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '3 huisgenoten', 'Vrouwelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936352
2209427, 600,Excl. vaste lasten,11 m², Den Haag,Buenos Aireshof,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Energielabel A', '2 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936354
2209424, 315,Incl. vaste lasten,15 m², Randwijk,Achterstraat,"['Privé woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '4 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936355
2209418, 780,Excl. vaste lasten,9 m², Zaandam,Ameland,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '1 huisgenoten', 'Mannelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936358
2209419,â‚¬Â 345,Incl. vaste lasten,9 mÂ², Ede,Brieneshof,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '6 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936360
2209408, 550,Incl. vaste lasten,15 m², Amsterdam,Abraham Kuyperplein,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Privé toilet', 'Internet beschikbaar', 'Energielabel A', '1 huisgenoten', 'Mannelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936362
2209405, 725,Incl. vaste lasten,26 m², Utrecht,Grootmeesterplein,"['Privé woonkamer', 'Privé keuken', 'Privé badkamer', 'Privé toilet', 'Internet beschikbaar', 'Energielabel A', '3 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936362
2209404, 330,Incl. vaste lasten,11 m², Enschede,Haverstraatpassage,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '7 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936363
2209400, 650,Incl. vaste lasten,12 m², Etten-Leur,Wilhelminalaan,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '3 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936366
2209396, 600,Incl. vaste lasten,22 m², Groningen,Populierenlaan,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Energielabel C', '3 huisgenoten', 'Mannelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936370
2209395,â‚¬Â 359,Incl. vaste lasten,12 mÂ², Enschede,Matenweg,"['Gedeelde woonkamer', 'Gedeelde keuken', 'PrivÃ© badkamer', 'PrivÃ© toilet', 'Internet beschikbaar', 'Onbekend energielabel', 'Meer dan 8 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936374
2209393, 790,Incl. vaste lasten,25 m², Maurik,Patrijs,"['Geen woonkamer', 'Gedeelde keuken', 'Privé badkamer', 'Privé toilet', 'Internet beschikbaar', 'Energielabel A', '1 huisgenoten', 'Vrouwelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936374
2209392, 725,Incl. vaste lasten,10 m², Amsterdam,Bijlmerdreef,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Energielabel A', '3 huisgenoten', 'Vrouwelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936377
2209315, 280,Excl. vaste lasten,12 m², Leeuwarden,Jouwsmastraat,"['Geen woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '3 huisgenoten', 'Vrouwelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936378
2209391, 415,Incl. vaste lasten,20 m², Groningen,Van Speykstraat,"['Privé woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '3 huisgenoten', 'Vrouwelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936380
2209386, 1.000,Incl. vaste lasten,11 m², Amsterdam,Arent Janszoon Ernststraat,"['Geen woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '3 huisgenoten', 'Mannelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936381
2203234, 320,Incl. vaste lasten,7 m², Enschede,Bultsweg,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '4 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936382
2210296, 290,Incl. vaste lasten,10 m², Heerlen,Meezenbroekerweg,"['Geen woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet tegen extra kosten', 'Onbekend energielabel', '5 huisgenoten', 'Mannelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936382
2210068, 800,Excl. vaste lasten,50 m², Huizen,Want,"['Privé woonkamer', 'Privé keuken', 'Privé badkamer', 'Privé toilet', 'Internet beschikbaar', 'Onbekend energielabel', 'Geen huisdieren toegestaan']",1710936385
2204708, 425,Incl. vaste lasten,20 m², Enschede,Haarlebrink,"['Geen woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Energielabel B', '3 huisgenoten', 'Vrouwelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936386
2209470, 400,Incl. vaste lasten,17 m², Hengelo,J.C. Bloemstraat,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Energielabel B', '3 huisgenoten', 'Mannelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936388
2203897, 1.000,Incl. vaste lasten,25 m², Utrecht,Stanleylaan,"['Privé woonkamer', 'Privé keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '4 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936389
2209178, 652,Incl. vaste lasten,23 m², Heemskerk,Kerklaan,"['Privé woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Energielabel B', 'Meer dan 8 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936390
2098922, 800,Incl. vaste lasten,12 m², Almere,Presidentstraat,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', '3 huisgenoten', 'Gemixte huisgenoten', 'Huisdieren toegestaan']",1710936393
2209383, 390,Incl. vaste lasten,15 m², Heemskerk,Mozartstraat,"['Privé woonkamer', 'Privé keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '1 huisgenoten', 'Vrouwelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936394
2205708, 650,Incl. vaste lasten,15 m², Hengelo,Gerrit Peuscherstraat,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '1 huisgenoten', 'Mannelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936397
2206024, 400,Incl. vaste lasten,15 m², Hengelo,Schouwburgplein,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '6 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936398
2209372, 700,Incl. vaste lasten,15 m², Den Haag,Vlagstraat,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '2 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936400
2209376, 440,Incl. vaste lasten,12 m², Enschede,De Klomp,"['Geen woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet tegen extra kosten', 'Onbekend energielabel', '4 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936401
2209373, 495,Incl. vaste lasten,16 m², Arnhem,Graaf Lodewijkstraat,"['Geen woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '3 huisgenoten', 'Vrouwelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936403
2209369, 295,Incl. vaste lasten,19 m², Heerlen,Ruys de Beerenbroucklaan,"['Geen woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '8 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936404
2209350, 430,Incl. vaste lasten,13 m², Enschede,De Klomp,"['Geen woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet tegen extra kosten', 'Onbekend energielabel', '4 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936406
2203248, 550,Excl. vaste lasten,10 m², Den Haag,Velpsestraat,"['1 huisgenoten', 'Mannelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936408
2209351, 440,Incl. vaste lasten,16 m², Zutphen,Coehoornsingel,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '6 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936409
2207867, 400,Incl. vaste lasten,12 m², Groningen,Celebesstraat,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', 'Geen huisdieren toegestaan']",1710936410
2209349, 1.295,Incl. vaste lasten,32 m², Rotterdam,Kleiweg,"['Privé woonkamer', 'Privé keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '3 huisgenoten', 'Mannelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936412
2209343, 600,Incl. vaste lasten,14 m², Haarlem,Delftlaan,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '2 huisgenoten', 'Mannelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936414
2209327, 298,Incl. vaste lasten,14 m², Enschede,Campuslaan,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', 'Meer dan 8 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936416
2209337, 850,Incl. vaste lasten,10 m², Amsterdam,Wedderborg,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Energielabel C', '1 huisgenoten', 'Mannelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936418
2209335, 850,Excl. vaste lasten,16 m², Utrecht,Havikstraat,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '1 huisgenoten', 'Mannelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936419
2209331, 550,Incl. vaste lasten,10 m², Amsterdam,Loenermark,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '1 huisgenoten', 'Vrouwelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936420
2209325, 299,Incl. vaste lasten,8 m², Enschede,Toekomststraat,"['Geen woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '5 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936421
2203234, 320,Incl. vaste lasten,7 m², Enschede,Bultsweg,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '4 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936422
2210296, 290,Incl. vaste lasten,10 m², Heerlen,Meezenbroekerweg,"['Geen woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet tegen extra kosten', 'Onbekend energielabel', '5 huisgenoten', 'Mannelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936423
2210068, 800,Excl. vaste lasten,50 m², Huizen,Want,"['Privé woonkamer', 'Privé keuken', 'Privé badkamer', 'Privé toilet', 'Internet beschikbaar', 'Onbekend energielabel', 'Geen huisdieren toegestaan']",1710936426
2204708, 425,Incl. vaste lasten,20 m², Enschede,Haarlebrink,"['Geen woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Energielabel B', '3 huisgenoten', 'Vrouwelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936427
2209470, 400,Incl. vaste lasten,17 m², Hengelo,J.C. Bloemstraat,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Energielabel B', '3 huisgenoten', 'Mannelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936428
2203897, 1.000,Incl. vaste lasten,25 m², Utrecht,Stanleylaan,"['Privé woonkamer', 'Privé keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', '4 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936429
2209178, 652,Incl. vaste lasten,23 m², Heemskerk,Kerklaan,"['Privé woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Energielabel B', 'Meer dan 8 huisgenoten', 'Gemixte huisgenoten', 'Geen huisdieren toegestaan']",1710936431
2098922, 800,Incl. vaste lasten,12 m², Almere,Presidentstraat,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', '3 huisgenoten', 'Gemixte huisgenoten', 'Huisdieren toegestaan']",1710936432
2209318, 387,Incl. vaste lasten,11 m², Tilburg,Lanciersstraat,"['Gedeelde woonkamer', 'Gedeelde keuken', 'Gedeelde badkamer', 'Gedeeld toilet', 'Internet beschikbaar', 'Onbekend energielabel', 'Meer dan 8 huisgenoten', 'Mannelijke huisgenoten', 'Geen huisdieren toegestaan']",1710936433
